typing_wpm,chars_per_min,avg_hold_ms,avg_flight_ms,error_rate,pause_count,avg_pause_ms,typing_variance,avg_cursor_speed,movement_distance,click_rate,double_click_rate,scroll_rate,idle_time_pct,avg_hover_ms,avg_acceleration,movement_smoothness,label
25,175,169.0,166.0,0.1525,5,2467.0,0.2661,196.0,980.0,17.0,2.9298,17.0269,0.1965,623.0,0.0,0.355,high
38,246,92.0,117.0,0.0627,4,1104.0,0.2004,283.0,2244.0,11.0,2.1688,7.7006,0.1284,433.0,0.0,0.7722,medium
30,169,167.0,135.0,0.1234,7,1316.0,0.2018,184.0,895.0,15.0,3.9336,12.453,0.3942,732.0,0.0,0.5581,high
49,249,134.0,113.0,0.0432,5,1353.0,0.1917,260.0,2440.0,16.0,2.0399,9.3455,0.1631,232.0,0.0,0.6406,medium
25,110,157.0,138.0,0.1411,9,1804.0,0.3479,156.0,1557.0,20.0,2.5218,9.9743,0.4081,419.0,0.0,0.4617,high
14,92,149.0,132.0,0.1148,9,1960.0,0.3061,183.0,747.0,9.0,4.7097,12.7716,0.331,878.0,0.0,0.3019,high
32,138,150.0,170.0,0.0856,5,2372.0,0.4249,197.0,1064.0,11.0,3.8505,15.9885,0.4358,620.0,0.0,0.4363,high
28,135,141.0,115.0,0.1194,7,2005.0,0.3921,163.0,933.0,16.0,3.0893,9.7995,0.34,545.0,0.0,0.3826,high
51,227,118.0,103.0,0.0608,3,1328.0,0.1781,293.0,2461.0,10.0,1.0571,10.3315,0.1883,274.0,0.0,0.7577,medium
22,86,138.0,133.0,0.084,7,2235.0,0.2973,108.0,1026.0,16.0,2.5412,17.2722,0.4832,654.0,0.0,0.5398,high
15,118,197.0,163.0,0.094,4,2282.0,0.3043,157.0,939.0,15.0,3.7954,15.8003,0.3409,698.0,0.0,0.4539,high
43,183,124.0,128.0,0.0569,3,1321.0,0.196,196.0,1467.0,19.0,1.9233,9.7842,0.1719,490.0,0.0,0.6087,medium
40,183,112.0,62.0,0.0552,6,1890.0,0.2604,235.0,1842.0,16.0,2.1588,6.7618,0.2372,414.0,0.0,0.7046,medium
25,96,154.0,140.0,0.1168,8,2067.0,0.1994,155.0,787.0,18.0,4.543,10.9703,0.423,689.0,0.0,0.3403,high
65,262,116.0,79.0,0.0167,1,793.0,0.1135,454.0,3509.0,9.0,1.1813,4.4484,0.0818,217.0,0.0,0.7649,low
35,86,153.0,176.0,0.1025,8,1507.0,0.2996,193.0,1356.0,16.0,2.8911,13.798,0.3986,642.0,0.0,0.3777,high
22,129,166.0,157.0,0.1335,7,2623.0,0.2227,223.0,1026.0,18.0,1.1024,17.0034,0.2678,606.0,0.0,0.5234,high
42,143,108.0,113.0,0.0882,4,1725.0,0.2274,362.0,2108.0,10.0,2.2244,10.8789,0.1811,469.0,0.0,0.659,medium
42,242,122.0,107.0,0.0501,4,1504.0,0.1379,386.0,2199.0,13.0,2.15,8.3743,0.1572,452.0,0.0,0.7274,medium
35,120,139.0,170.0,0.136,6,2910.0,0.3517,86.0,1072.0,5.0,3.5579,15.3657,0.2973,450.0,0.0,0.5517,high
49,189,86.0,107.0,0.0439,4,1225.0,0.2757,301.0,2041.0,18.0,2.1977,13.2398,0.1369,493.0,0.0,0.6917,medium
69,302,86.0,92.0,0.0154,1,950.0,0.0866,292.0,3421.0,10.0,0.9109,5.4382,0.0519,257.0,0.0,0.8806,low
31,136,112.0,129.0,0.1065,6,2267.0,0.218,192.0,715.0,8.0,3.1846,7.7882,0.3122,465.0,0.0,0.2326,high
50,191,127.0,116.0,0.0327,2,1131.0,0.1896,260.0,2388.0,17.0,1.9396,10.8563,0.1238,244.0,0.0,0.6096,medium
65,301,95.0,82.0,0.0121,1,944.0,0.0971,433.0,2749.0,9.0,0.6859,7.1161,0.0456,260.0,0.0,0.8004,low
28,106,155.0,176.0,0.0914,6,1938.0,0.3826,154.0,1066.0,21.0,2.7771,16.9442,0.2438,391.0,0.0,0.5159,high
54,306,99.0,56.0,0.0248,0,1042.0,0.0686,499.0,2751.0,9.0,1.203,6.6951,0.077,304.0,0.0,0.8257,low
43,237,122.0,76.0,0.0678,4,1472.0,0.1808,391.0,2232.0,14.0,1.3227,11.6634,0.1402,412.0,0.0,0.6574,medium
40,275,118.0,107.0,0.066,5,1262.0,0.1523,215.0,2076.0,21.0,1.6155,11.1539,0.1087,299.0,0.0,0.6884,medium
58,188,106.0,116.0,0.0599,3,1739.0,0.1301,318.0,2787.0,16.0,2.5855,7.3067,0.2012,463.0,0.0,0.6094,medium
39,219,110.0,81.0,0.0501,0,923.0,0.0151,379.0,2125.0,8.0,0.5933,5.4085,0.1139,314.0,0.0,0.8428,low
17,130,162.0,155.0,0.0897,5,2333.0,0.3306,142.0,922.0,22.0,2.7716,14.0628,0.4212,700.0,0.0,0.4253,high
24,119,156.0,119.0,0.0581,8,2607.0,0.3313,211.0,1093.0,22.0,3.0381,13.5722,0.2934,584.0,0.0,0.4042,high
71,366,64.0,69.0,0.0,1,1399.0,0.1398,333.0,3643.0,9.0,0.4983,6.8234,0.0204,153.0,0.0,0.7413,low
68,230,98.0,67.0,0.012,1,826.0,0.0281,368.0,3068.0,7.0,0.1467,0.3758,0.1155,350.0,0.0,0.8321,low
28,111,105.0,98.0,0.1412,8,1804.0,0.3765,116.0,1407.0,11.0,2.2212,15.3378,0.4288,636.0,0.0,0.2465,high
59,331,111.0,80.0,0.0179,0,882.0,0.1211,416.0,2824.0,6.0,1.419,8.6314,0.0981,228.0,0.0,0.819,low
28,128,145.0,132.0,0.0814,8,2222.0,0.3568,161.0,1410.0,24.0,1.5043,20.5631,0.2868,507.0,0.0,0.345,high
35,151,154.0,132.0,0.1301,7,1960.0,0.2902,232.0,1155.0,12.0,1.9608,16.2067,0.2595,666.0,0.0,0.3265,high
31,110,173.0,121.0,0.1074,5,1592.0,0.2245,114.0,1225.0,26.0,2.995,16.4997,0.257,547.0,0.0,0.4731,high
31,219,135.0,122.0,0.0605,3,1503.0,0.0976,359.0,2439.0,10.0,2.4725,8.0136,0.1799,451.0,0.0,0.6437,medium
33,96,119.0,152.0,0.113,9,2326.0,0.2227,151.0,1040.0,21.0,4.0892,12.9703,0.3314,610.0,0.0,0.4448,high
21,121,164.0,117.0,0.1091,5,1639.0,0.2097,158.0,1519.0,23.0,2.4204,14.0268,0.3094,837.0,0.0,0.364,high
56,343,100.0,90.0,0.0125,1,1150.0,0.0583,458.0,2882.0,9.0,1.1981,3.8043,0.0726,194.0,0.0,0.7846,low
39,241,109.0,115.0,0.0495,3,1802.0,0.1838,327.0,2442.0,15.0,2.9925,12.5256,0.1702,517.0,0.0,0.7354,medium
55,281,88.0,90.0,0.0173,1,704.0,0.0909,337.0,3415.0,11.0,0.6889,3.138,0.0949,239.0,0.0,0.9624,low
63,281,103.0,70.0,0.0135,1,1082.0,0.0591,310.0,3909.0,9.0,0.9488,0.6878,0.0656,256.0,0.0,0.8637,low
31,102,163.0,132.0,0.1001,10,2001.0,0.2638,74.0,1045.0,20.0,2.5191,3.6459,0.3072,649.0,0.0,0.3038,high
39,233,116.0,100.0,0.0704,3,1623.0,0.1888,329.0,1612.0,11.0,1.1863,10.1836,0.2142,278.0,0.0,0.6635,medium
40,199,132.0,78.0,0.0419,2,1170.0,0.1788,297.0,1882.0,13.0,1.1612,9.8502,0.284,420.0,0.0,0.5685,medium
63,258,96.0,85.0,0.02,1,1067.0,0.0888,464.0,3220.0,10.0,0.639,3.9782,0.0757,308.0,0.0,0.8562,low
21,152,191.0,146.0,0.0786,7,1977.0,0.2046,164.0,1151.0,22.0,2.5086,13.1034,0.3187,627.0,0.0,0.3139,high
32,151,148.0,108.0,0.1107,8,1868.0,0.2555,166.0,1211.0,8.0,3.6373,13.1439,0.3976,772.0,0.0,0.4095,high
55,202,124.0,81.0,0.0801,3,2034.0,0.0251,350.0,1747.0,14.0,1.5508,9.149,0.1877,288.0,0.0,0.6353,medium
34,110,153.0,176.0,0.09,8,1588.0,0.306,175.0,1225.0,25.0,3.9964,15.875,0.377,536.0,0.0,0.3574,high
77,310,88.0,78.0,0.0083,1,733.0,0.1155,301.0,3200.0,8.0,0.7624,5.2344,0.0465,357.0,0.0,0.759,low
20,136,109.0,137.0,0.0824,7,1626.0,0.4064,183.0,1397.0,14.0,2.2753,16.4196,0.3379,601.0,0.0,0.5148,high
62,373,91.0,74.0,0.0097,2,1155.0,0.1217,395.0,2781.0,10.0,0.7969,4.5385,0.0682,359.0,0.0,0.919,low
44,234,124.0,100.0,0.0704,4,1472.0,0.1743,261.0,2240.0,14.0,2.3252,8.9203,0.2331,494.0,0.0,0.6016,medium
69,279,76.0,96.0,0.0139,2,726.0,0.0825,503.0,2870.0,8.0,0.7169,6.6241,0.0574,307.0,0.0,0.7964,low
65,295,99.0,86.0,0.0183,0,621.0,0.0834,500.0,3638.0,5.0,1.4146,1.5615,0.0797,301.0,0.0,0.7693,low
67,278,88.0,58.0,0.0092,1,947.0,0.121,457.0,2358.0,7.0,1.0178,5.5151,0.0522,350.0,0.0,0.7431,low
55,204,109.0,86.0,0.0639,5,1396.0,0.2344,350.0,2014.0,15.0,2.2451,11.5744,0.2201,460.0,0.0,0.5681,medium
28,87,140.0,157.0,0.1337,7,1837.0,0.2713,201.0,985.0,13.0,2.076,18.576,0.3306,487.0,0.0,0.3649,high
52,234,123.0,107.0,0.0475,5,1521.0,0.1819,242.0,2366.0,10.0,1.9837,6.8862,0.1243,446.0,0.0,0.6483,medium
26,98,153.0,161.0,0.1323,7,2478.0,0.3386,157.0,1056.0,26.0,2.0697,13.97,0.2888,673.0,0.0,0.3755,high
36,134,147.0,153.0,0.1303,9,2081.0,0.2959,158.0,1067.0,11.0,3.9954,8.706,0.2613,607.0,0.0,0.3911,high
60,273,102.0,85.0,0.0224,0,818.0,0.0445,312.0,3448.0,7.0,0.9824,4.0651,0.089,320.0,0.0,0.8004,low
38,279,118.0,106.0,0.0583,3,1340.0,0.1467,304.0,2429.0,15.0,1.4531,6.785,0.2096,370.0,0.0,0.7216,medium
28,131,131.0,134.0,0.0619,6,1525.0,0.3711,141.0,738.0,19.0,2.9357,11.5076,0.3889,750.0,0.0,0.4576,high
41,245,122.0,113.0,0.065,3,1308.0,0.1676,265.0,1842.0,13.0,2.0581,7.3995,0.1636,439.0,0.0,0.7191,medium
24,148,129.0,136.0,0.1098,7,2371.0,0.2995,131.0,1210.0,11.0,2.8901,15.2608,0.3248,564.0,0.0,0.4887,high
61,332,99.0,86.0,0.0224,0,559.0,0.0279,408.0,3577.0,7.0,1.0256,7.1319,0.0965,264.0,0.0,0.7009,low
28,145,138.0,163.0,0.0938,8,1797.0,0.2481,148.0,1469.0,19.0,3.4249,14.1888,0.3568,738.0,0.0,0.3714,high
41,209,129.0,103.0,0.0352,3,1321.0,0.1659,312.0,2003.0,9.0,1.5859,14.3974,0.0966,436.0,0.0,0.6207,medium
23,142,166.0,148.0,0.1406,5,2515.0,0.3004,121.0,488.0,21.0,4.2506,12.6521,0.4205,553.0,0.0,0.482,high
55,210,118.0,112.0,0.066,5,952.0,0.229,360.0,2591.0,10.0,2.5777,8.1569,0.1947,345.0,0.0,0.6498,medium
45,198,107.0,104.0,0.0682,4,1224.0,0.1589,277.0,2546.0,13.0,2.8765,9.0781,0.1842,418.0,0.0,0.6021,medium
47,221,113.0,95.0,0.0525,5,1420.0,0.2028,401.0,2385.0,14.0,1.1201,10.8505,0.1008,357.0,0.0,0.6502,medium
32,102,166.0,149.0,0.0865,6,1950.0,0.3048,141.0,1441.0,15.0,3.2511,13.8538,0.3646,495.0,0.0,0.5138,high
55,254,135.0,106.0,0.0683,3,1107.0,0.1943,298.0,2388.0,11.0,1.3594,10.3283,0.1635,338.0,0.0,0.6396,medium
32,184,150.0,168.0,0.1387,8,2337.0,0.3461,232.0,1739.0,18.0,3.3941,14.6901,0.3533,771.0,0.0,0.2804,high
55,337,85.0,92.0,0.0204,1,715.0,0.0909,485.0,3062.0,9.0,0.6111,4.6341,0.0576,241.0,0.0,0.7932,low
44,258,119.0,103.0,0.0755,2,1182.0,0.1692,307.0,2298.0,15.0,1.2458,6.8983,0.155,261.0,0.0,0.7108,medium
54,219,134.0,112.0,0.0398,4,1479.0,0.2769,251.0,2158.0,12.0,1.9168,9.2827,0.168,438.0,0.0,0.6785,medium
66,319,94.0,75.0,0.0248,2,1073.0,0.0977,444.0,3196.0,8.0,1.2276,5.1513,0.1044,242.0,0.0,0.8596,low
63,345,100.0,69.0,0.028,1,973.0,0.0768,480.0,3347.0,7.0,1.056,5.4079,0.073,319.0,0.0,0.8134,low
45,222,122.0,119.0,0.0549,3,1327.0,0.2298,354.0,2334.0,9.0,3.0331,7.2625,0.1014,413.0,0.0,0.7471,medium
40,161,176.0,170.0,0.1282,6,2378.0,0.3367,158.0,1613.0,22.0,2.7277,11.9438,0.3982,653.0,0.0,0.5841,high
40,222,121.0,94.0,0.0578,3,1135.0,0.1936,257.0,1893.0,14.0,1.3515,6.1975,0.2135,440.0,0.0,0.6046,medium
26,174,131.0,161.0,0.12,9,1996.0,0.3333,143.0,1532.0,19.0,4.3628,12.9447,0.4337,756.0,0.0,0.3672,high
55,290,96.0,74.0,0.0114,1,1011.0,0.0853,386.0,2781.0,9.0,0.975,7.1202,0.0827,309.0,0.0,0.7909,low
39,237,120.0,116.0,0.0691,4,1294.0,0.1768,346.0,2387.0,12.0,1.9212,7.877,0.1159,358.0,0.0,0.7025,medium
58,419,104.0,71.0,0.0246,1,686.0,0.0566,440.0,3539.0,8.0,0.6329,5.1461,0.059,318.0,0.0,0.8187,low
43,231,125.0,99.0,0.0596,3,1090.0,0.14,251.0,2115.0,19.0,1.5828,9.2214,0.2091,475.0,0.0,0.6857,medium
79,271,108.0,85.0,0.0214,1,978.0,0.111,429.0,3130.0,8.0,1.2504,4.3085,0.0654,254.0,0.0,0.8094,low
32,140,139.0,148.0,0.1272,8,1777.0,0.3059,118.0,792.0,22.0,3.0266,14.7199,0.3687,523.0,0.0,0.4722,high
55,179,89.0,94.0,0.0455,4,1252.0,0.2223,365.0,2242.0,16.0,1.3137,9.5098,0.1687,354.0,0.0,0.7112,medium
46,241,126.0,112.0,0.0398,2,1146.0,0.2014,215.0,2039.0,17.0,1.5024,12.1853,0.1423,501.0,0.0,0.7274,medium
54,382,92.0,83.0,0.0216,1,1059.0,0.0756,415.0,3893.0,9.0,0.4908,6.9581,0.0761,371.0,0.0,0.8388,low
65,369,104.0,83.0,0.0135,0,893.0,0.0568,454.0,3746.0,8.0,0.8506,2.3283,0.059,317.0,0.0,0.857,low
53,316,78.0,82.0,0.0164,1,915.0,0.0379,543.0,3069.0,7.0,1.3984,5.4209,0.0671,242.0,0.0,0.8238,low
22,153,136.0,115.0,0.1061,7,2508.0,0.3541,171.0,675.0,16.0,2.8926,9.71,0.3484,698.0,0.0,0.3744,high
48,224,121.0,101.0,0.0312,4,1304.0,0.2096,259.0,1394.0,15.0,1.3735,9.4827,0.1692,479.0,0.0,0.6215,medium
44,262,116.0,114.0,0.0466,3,1572.0,0.1783,205.0,2098.0,8.0,2.3533,9.6807,0.0931,417.0,0.0,0.6768,medium
47,293,95.0,80.0,0.0171,0,961.0,0.0533,483.0,3373.0,8.0,1.8379,5.2655,0.1124,234.0,0.0,0.9141,low
41,233,107.0,98.0,0.0561,4,1416.0,0.1591,310.0,2367.0,12.0,2.2278,11.303,0.1617,450.0,0.0,0.7182,medium
53,301,114.0,99.0,0.0032,1,749.0,0.1129,401.0,3311.0,6.0,0.6784,6.1907,0.0515,137.0,0.0,0.8405,low
24,126,132.0,157.0,0.1079,8,2280.0,0.1245,170.0,1204.0,20.0,1.9255,13.3281,0.3634,625.0,0.0,0.3546,high
60,289,119.0,90.0,0.0152,1,959.0,0.0815,381.0,2724.0,10.0,0.8072,7.1443,0.0628,298.0,0.0,0.7325,low
71,316,78.0,93.0,0.0229,1,940.0,0.1024,557.0,3545.0,6.0,1.2465,4.3925,0.0474,291.0,0.0,0.8461,low
23,94,155.0,150.0,0.1789,6,2614.0,0.1978,188.0,916.0,18.0,2.858,10.2532,0.253,649.0,0.0,0.4535,high
42,201,115.0,104.0,0.0621,2,1455.0,0.222,230.0,2162.0,15.0,1.2792,10.6812,0.15,384.0,0.0,0.7024,medium
23,136,174.0,150.0,0.0985,6,1284.0,0.3153,167.0,1023.0,15.0,4.3376,15.5299,0.3278,642.0,0.0,0.5491,high
44,207,139.0,108.0,0.0559,4,1627.0,0.2187,260.0,2556.0,14.0,2.464,8.511,0.1859,501.0,0.0,0.6135,medium
50,211,112.0,101.0,0.0542,4,1543.0,0.1572,283.0,1849.0,11.0,0.2946,8.6564,0.1185,515.0,0.0,0.6627,medium
34,173,151.0,141.0,0.0723,5,1542.0,0.1728,314.0,2240.0,12.0,1.4583,9.1107,0.181,477.0,0.0,0.626,medium
24,128,187.0,104.0,0.1927,7,2133.0,0.4398,174.0,1237.0,14.0,2.2861,9.3178,0.4109,643.0,0.0,0.3461,high
14,120,166.0,159.0,0.1261,6,2184.0,0.2678,220.0,1174.0,14.0,2.9288,13.4599,0.342,808.0,0.0,0.4761,high
26,122,182.0,129.0,0.1243,7,1982.0,0.249,233.0,748.0,18.0,1.4326,16.451,0.308,575.0,0.0,0.3382,high
23,142,187.0,117.0,0.078,9,1305.0,0.3422,179.0,1228.0,13.0,3.0598,12.2771,0.3601,617.0,0.0,0.5541,high
31,170,171.0,160.0,0.1366,9,1616.0,0.2065,108.0,888.0,19.0,3.588,13.0036,0.3412,617.0,0.0,0.3156,high
75,297,99.0,82.0,0.0122,1,714.0,0.0703,339.0,2967.0,8.0,1.5748,4.244,0.0845,237.0,0.0,0.8415,low
30,103,155.0,123.0,0.0801,8,2388.0,0.1901,193.0,729.0,18.0,3.1678,10.6345,0.37,644.0,0.0,0.2472,high
32,92,201.0,151.0,0.1074,5,1905.0,0.2376,130.0,646.0,18.0,3.792,13.3918,0.3276,722.0,0.0,0.2816,high
17,132,154.0,154.0,0.1036,7,2871.0,0.3577,139.0,1020.0,15.0,3.7963,12.8308,0.308,611.0,0.0,0.4645,high
66,273,97.0,79.0,0.0203,2,707.0,0.1122,448.0,3555.0,5.0,1.0865,6.3774,0.074,259.0,0.0,0.8381,low
57,288,97.0,80.0,0.026,1,936.0,0.085,526.0,3475.0,9.0,1.5361,5.2911,0.078,336.0,0.0,0.7958,low
20,115,149.0,158.0,0.0919,5,2036.0,0.2686,190.0,684.0,18.0,2.7545,9.9254,0.378,661.0,0.0,0.4174,high
46,211,131.0,111.0,0.0547,3,1423.0,0.2425,340.0,2338.0,17.0,1.4187,6.2695,0.1455,477.0,0.0,0.625,medium
27,115,181.0,136.0,0.0817,6,2690.0,0.2407,215.0,1207.0,12.0,2.7723,14.4236,0.3417,537.0,0.0,0.5009,high
59,264,98.0,86.0,0.022,0,959.0,0.087,428.0,3035.0,7.0,0.7476,2.585,0.0592,355.0,0.0,0.8247,low
14,94,143.0,167.0,0.1077,6,2617.0,0.3083,180.0,1360.0,14.0,3.0002,15.2318,0.3569,531.0,0.0,0.3436,high
38,244,125.0,113.0,0.0513,5,893.0,0.1503,267.0,2427.0,11.0,1.429,7.4978,0.1753,502.0,0.0,0.5837,medium
39,212,154.0,104.0,0.0471,3,1375.0,0.216,235.0,2043.0,14.0,1.4351,8.3426,0.1487,350.0,0.0,0.5694,medium
54,239,87.0,64.0,0.0168,2,988.0,0.064,538.0,3021.0,9.0,0.8811,5.2746,0.0658,349.0,0.0,0.7465,low
30,135,160.0,147.0,0.1267,7,2612.0,0.3608,144.0,1427.0,16.0,3.6067,9.4539,0.3501,736.0,0.0,0.4471,high
87,330,95.0,74.0,0.0173,2,964.0,0.074,411.0,2950.0,11.0,0.4554,3.3369,0.0732,320.0,0.0,0.7558,low
52,209,120.0,121.0,0.0602,4,1506.0,0.1718,267.0,2109.0,17.0,1.122,8.3317,0.1701,324.0,0.0,0.6027,medium
60,308,108.0,92.0,0.009,0,468.0,0.0764,434.0,3320.0,8.0,0.6774,6.2632,0.0613,376.0,0.0,0.7366,low
55,317,97.0,81.0,0.0377,1,927.0,0.079,417.0,2928.0,6.0,0.5659,5.398,0.0736,320.0,0.0,0.7911,low
22,92,174.0,139.0,0.1387,6,2088.0,0.2419,162.0,757.0,16.0,3.0584,11.3466,0.2671,747.0,0.0,0.5472,high
32,120,180.0,162.0,0.1313,8,2137.0,0.1867,70.0,1085.0,19.0,4.2133,12.5267,0.3921,500.0,0.0,0.4519,high
63,303,100.0,59.0,0.0298,1,838.0,0.0924,346.0,3144.0,8.0,1.3776,2.9418,0.0859,299.0,0.0,0.7486,low
30,116,129.0,134.0,0.0904,9,2013.0,0.2724,149.0,1321.0,11.0,3.2237,12.0697,0.5248,593.0,0.0,0.4495,high
39,188,104.0,96.0,0.0568,4,1470.0,0.1553,355.0,2537.0,17.0,1.4862,10.9281,0.195,441.0,0.0,0.5941,medium
27,174,166.0,174.0,0.1361,7,2177.0,0.3824,170.0,1302.0,23.0,2.2174,19.2771,0.3488,704.0,0.0,0.2834,high
45,242,102.0,107.0,0.0543,3,1332.0,0.2122,239.0,2850.0,10.0,1.4362,8.5884,0.177,446.0,0.0,0.647,medium
23,109,179.0,180.0,0.0797,8,2490.0,0.3557,174.0,1054.0,15.0,2.9139,16.7426,0.3601,505.0,0.0,0.5589,high
53,266,78.0,73.0,0.0131,1,502.0,0.0998,408.0,3209.0,11.0,1.1684,6.3983,0.0854,342.0,0.0,0.8372,low
69,318,122.0,83.0,0.0091,2,792.0,0.0558,493.0,3246.0,11.0,1.2267,3.2053,0.0472,291.0,0.0,0.8763,low
39,220,97.0,99.0,0.0594,3,1442.0,0.1801,331.0,2018.0,17.0,1.6602,6.376,0.1768,466.0,0.0,0.7124,medium
64,333,100.0,78.0,0.0233,2,850.0,0.0631,418.0,3005.0,8.0,0.7559,4.9564,0.0421,269.0,0.0,0.801,low
61,282,112.0,72.0,0.0089,2,1012.0,0.08,392.0,3492.0,6.0,1.0295,4.5177,0.1026,312.0,0.0,0.9075,low
43,239,152.0,108.0,0.0535,3,1443.0,0.1934,221.0,2378.0,13.0,2.158,6.3802,0.1389,486.0,0.0,0.6876,medium
65,271,101.0,76.0,0.0229,1,689.0,0.0863,389.0,2942.0,7.0,0.6551,3.7051,0.0538,243.0,0.0,0.9043,low
32,138,183.0,168.0,0.1176,6,1858.0,0.3776,168.0,1136.0,16.0,2.8264,11.0996,0.3086,548.0,0.0,0.4971,high
39,204,131.0,116.0,0.0551,2,1307.0,0.1289,290.0,1739.0,10.0,1.7882,8.68,0.1784,469.0,0.0,0.5842,medium
28,144,187.0,148.0,0.1148,5,1891.0,0.2933,171.0,889.0,19.0,4.2522,17.0255,0.419,527.0,0.0,0.406,high
19,124,175.0,135.0,0.0832,11,2069.0,0.4437,62.0,1261.0,18.0,2.4371,13.7962,0.229,713.0,0.0,0.3149,high
28,121,150.0,118.0,0.1037,8,2111.0,0.219,220.0,981.0,18.0,2.5311,9.6989,0.3329,667.0,0.0,0.3764,high
61,272,92.0,73.0,0.0148,1,810.0,0.0891,327.0,2859.0,10.0,1.3879,4.475,0.0392,314.0,0.0,0.8249,low
34,116,173.0,142.0,0.1366,7,1043.0,0.2666,136.0,1572.0,24.0,2.5673,16.8381,0.2774,456.0,0.0,0.418,high
27,148,151.0,131.0,0.1209,7,1937.0,0.2965,78.0,696.0,16.0,3.6993,9.6041,0.3665,575.0,0.0,0.3698,high
28,214,126.0,109.0,0.0651,4,986.0,0.1801,165.0,2045.0,11.0,1.6942,10.9243,0.1789,346.0,0.0,0.7146,medium
23,124,149.0,136.0,0.1396,6,2243.0,0.3506,209.0,1113.0,19.0,3.6279,12.185,0.2239,505.0,0.0,0.5251,high
48,246,116.0,101.0,0.0664,3,1438.0,0.1896,371.0,2120.0,12.0,2.5294,9.3291,0.1475,418.0,0.0,0.4965,medium
66,350,107.0,87.0,0.0172,1,696.0,0.0788,428.0,2612.0,10.0,1.3619,5.4683,0.0814,344.0,0.0,0.7515,low
74,312,72.0,71.0,0.0181,2,878.0,0.1088,349.0,3757.0,7.0,1.1493,6.0864,0.0839,284.0,0.0,0.8811,low
36,222,119.0,106.0,0.0482,4,1616.0,0.1422,308.0,2001.0,14.0,2.0341,8.2321,0.1682,470.0,0.0,0.6567,medium
32,224,109.0,98.0,0.0684,3,1328.0,0.1762,333.0,1871.0,13.0,1.9995,9.0362,0.1905,424.0,0.0,0.7474,medium
45,235,121.0,112.0,0.0737,4,1728.0,0.1912,288.0,1545.0,9.0,1.5947,7.3054,0.117,462.0,0.0,0.6281,medium
45,209,136.0,120.0,0.0455,3,1425.0,0.1345,343.0,2241.0,10.0,2.1483,9.2415,0.1387,383.0,0.0,0.595,medium
51,210,140.0,101.0,0.0729,4,1272.0,0.1591,302.0,1947.0,12.0,2.0662,9.1083,0.2091,485.0,0.0,0.6744,medium
19,157,144.0,142.0,0.1106,10,1423.0,0.3105,177.0,942.0,21.0,3.1356,9.7575,0.4264,868.0,0.0,0.2762,high
81,303,107.0,96.0,0.0107,1,573.0,0.0773,249.0,3354.0,9.0,0.9302,5.0701,0.0905,254.0,0.0,0.8408,low
64,297,89.0,83.0,0.0143,1,811.0,0.0947,528.0,3603.0,6.0,0.8725,4.2345,0.0777,220.0,0.0,0.7924,low
28,130,155.0,148.0,0.1174,7,2161.0,0.3096,168.0,982.0,19.0,4.2037,17.2008,0.275,678.0,0.0,0.4081,high
42,222,123.0,98.0,0.0729,5,1311.0,0.2041,297.0,2484.0,8.0,1.6857,12.0633,0.1651,584.0,0.0,0.6471,medium
28,145,171.0,112.0,0.0892,7,1627.0,0.3464,158.0,1396.0,20.0,1.1391,13.5065,0.3233,502.0,0.0,0.4368,high
55,305,92.0,77.0,0.0172,2,640.0,0.0928,398.0,3473.0,7.0,0.7093,3.731,0.0788,214.0,0.0,0.7703,low
37,129,152.0,141.0,0.1129,7,1223.0,0.3411,159.0,584.0,20.0,3.5458,15.5416,0.3908,649.0,0.0,0.3936,high
37,244,117.0,79.0,0.0457,4,1534.0,0.1638,295.0,1952.0,9.0,2.1791,7.4318,0.2,561.0,0.0,0.6517,medium
39,149,155.0,112.0,0.1304,7,2153.0,0.3095,154.0,1208.0,11.0,2.7938,13.1445,0.3216,716.0,0.0,0.4172,high
19,111,135.0,134.0,0.1557,7,2259.0,0.1731,187.0,1102.0,16.0,2.6993,12.8112,0.258,472.0,0.0,0.4664,high
42,214,116.0,101.0,0.0336,4,1417.0,0.1718,301.0,1922.0,12.0,1.7844,9.9525,0.1376,315.0,0.0,0.6084,medium
56,256,87.0,61.0,0.005,1,936.0,0.1137,426.0,3441.0,11.0,1.0518,5.64,0.0877,225.0,0.0,0.7859,low
16,128,154.0,159.0,0.0887,7,2031.0,0.2446,135.0,1171.0,16.0,1.8307,12.2081,0.3977,429.0,0.0,0.3825,high
21,123,173.0,140.0,0.1154,7,2354.0,0.2273,161.0,1233.0,19.0,2.2541,11.5092,0.2395,666.0,0.0,0.5011,high
45,229,116.0,121.0,0.0514,3,1206.0,0.1248,374.0,2563.0,16.0,1.7648,9.598,0.2226,338.0,0.0,0.734,medium
38,171,136.0,91.0,0.0583,3,1156.0,0.1829,284.0,2027.0,12.0,1.4374,12.508,0.1056,510.0,0.0,0.6109,medium
26,128,162.0,123.0,0.1269,7,2678.0,0.2541,178.0,676.0,19.0,4.5179,12.3628,0.4325,448.0,0.0,0.2715,high
26,96,148.0,110.0,0.1027,7,2298.0,0.3492,177.0,1157.0,9.0,3.2769,6.5337,0.3141,628.0,0.0,0.2395,high
67,326,100.0,85.0,0.022,1,669.0,0.0609,529.0,3980.0,7.0,0.5118,6.0979,0.0587,268.0,0.0,0.7418,low
