typing_wpm,avg_hold_ms,avg_flight_ms,error_rate,pause_count,avg_pause_ms,typing_variance,chars_per_min,avg_cursor_speed,click_rate,double_click_rate,scroll_rate,idle_time_pct,avg_hover_ms,movement_distance,movement_smoothness,label
48,145,88,0.0272,2,1077,0.1951,215,312,14,1.6766,7.6543,0.2532,489,2112,0.6441,medium
48,117,133,0.0728,4,1240,0.1776,235,258,16,1.0902,15.2221,0.1192,366,1473,0.7657,medium
56,111,65,0.025,1,910,0.0661,279,452,7,0.9484,3.909,0.0488,265,3839,0.9088,low
29,190,119,0.068,8,2330,0.3116,150,143,20,3.491,8.9002,0.2777,584,855,0.5618,high
43,122,118,0.0145,2,1726,0.1368,238,309,11,1.6075,16.365,0.122,360,1997,0.6125,medium
37,121,113,0.0716,3,1154,0.1921,228,272,7,2.0599,9.5377,0.156,341,1632,0.677,medium
38,138,114,0.0532,2,1164,0.1221,238,248,10,1.016,10.0646,0.2067,461,2664,0.6807,medium
66,110,64,0.0178,1,632,0.1097,334,431,9,0.4079,6.7551,0.0937,250,3659,0.8466,low
49,98,136,0.0495,4,1058,0.2335,232,340,10,2.2261,11.4856,0.2085,423,1921,0.7188,medium
47,100,77,0.0151,1,991,0.1248,302,394,6,0.5583,5.1814,0.0572,311,3329,0.8791,low
55,100,83,0.0164,1,528,0.0719,271,352,7,1.0603,5.0639,0.0835,228,3938,0.8054,low
30,145,141,0.0625,9,2073,0.2656,114,152,23,3.2736,15.3905,0.4118,479,943,0.4663,high
27,146,145,0.136,5,2179,0.2707,150,247,23,3.2144,11.4399,0.3768,595,817,0.412,high
37,127,99,0.0831,3,1172,0.2113,278,302,11,2.3701,8.1206,0.1444,413,2499,0.6021,medium
71,118,68,0.0156,1,819,0.1111,317,375,6,0.7099,3.268,0.0608,208,2772,0.782,low
44,128,119,0.0656,3,1651,0.1145,191,279,14,1.6973,10.79,0.1301,402,2707,0.7418,medium
53,138,121,0.0651,4,1169,0.178,216,321,12,1.4038,7.6967,0.1629,479,2176,0.6967,medium
47,113,102,0.0386,3,1119,0.119,182,252,12,1.3842,6.9941,0.1555,418,2007,0.7736,medium
27,125,83,0.0714,3,1249,0.2137,227,217,9,1.3835,7.9583,0.1905,446,2520,0.7802,medium
74,96,90,0.033,0,851,0.0841,384,413,10,0.5735,1.705,0.0832,269,3142,0.8309,low
26,143,97,0.1406,8,1280,0.3569,149,159,17,3.0676,13.1154,0.4166,575,1372,0.422,high
61,99,80,0.0094,1,703,0.0781,314,510,9,0.8267,6.6698,0.0747,239,3345,0.7518,low
58,102,73,0.0203,1,1200,0.0772,336,482,7,0.7258,5.1221,0.0818,250,2952,0.8714,low
59,70,67,0.0168,1,756,0.0533,311,364,10,1.2746,6.2845,0.0792,275,3599,0.8529,low
30,138,146,0.1395,9,2155,0.3539,119,115,18,2.6437,19.0521,0.4203,657,1600,0.4388,high
47,133,107,0.0463,3,1227,0.1858,276,237,12,0.9482,9.2554,0.1779,425,2434,0.6897,medium
46,122,108,0.0655,4,917,0.2209,189,245,12,1.5226,8.3381,0.2516,312,2137,0.5884,medium
44,129,101,0.043,4,1571,0.231,214,260,13,1.6776,7.34,0.2043,571,2390,0.5787,medium
68,101,79,0.0297,1,541,0.0752,340,524,7,1.2762,7.9042,0.0485,289,3332,0.7857,low
63,100,81,0.0064,3,1023,0.0804,330,366,8,0.6172,3.069,0.0726,317,2195,0.808,low
28,155,186,0.1265,8,2408,0.4729,127,160,17,2.5515,11.0953,0.3592,794,708,0.2985,high
24,165,177,0.1243,7,1813,0.3248,160,163,24,2.1801,16.8892,0.3508,403,1589,0.3944,high
25,169,166,0.1525,5,2467,0.2661,175,196,17,2.9298,17.0269,0.1965,623,980,0.355,high
38,92,117,0.0627,4,1104,0.2004,246,283,11,2.1688,7.7006,0.1284,433,2244,0.7722,medium
30,167,135,0.1234,7,1316,0.2018,169,184,15,3.9336,12.453,0.3942,732,895,0.5581,high
49,134,113,0.0432,5,1353,0.1917,249,260,16,2.0399,9.3455,0.1631,232,2440,0.6406,medium
25,157,138,0.1411,9,1804,0.3479,110,156,20,2.5218,9.9743,0.4081,419,1557,0.4617,high
14,149,132,0.1148,9,1960,0.3061,92,183,9,4.7097,12.7716,0.331,878,747,0.3019,high
32,150,170,0.0856,5,2372,0.4249,138,197,11,3.8505,15.9885,0.4358,620,1064,0.4363,high
28,141,115,0.1194,7,2005,0.3921,135,163,16,3.0893,9.7995,0.34,545,933,0.3826,high
51,118,103,0.0608,3,1328,0.1781,227,293,10,1.0571,10.3315,0.1883,274,2461,0.7577,medium
22,138,133,0.084,7,2235,0.2973,86,108,16,2.5412,17.2722,0.4832,654,1026,0.5398,high
15,197,163,0.094,4,2282,0.3043,118,157,15,3.7954,15.8003,0.3409,698,939,0.4539,high
43,124,128,0.0569,3,1321,0.196,183,196,19,1.9233,9.7842,0.1719,490,1467,0.6087,medium
40,112,62,0.0552,6,1890,0.2604,183,235,16,2.1588,6.7618,0.2372,414,1842,0.7046,medium
25,154,140,0.1168,8,2067,0.1994,96,155,18,4.543,10.9703,0.423,689,787,0.3403,high
65,116,79,0.0167,1,793,0.1135,262,454,9,1.1813,4.4484,0.0818,217,3509,0.7649,low
35,153,176,0.1025,8,1507,0.2996,86,193,16,2.8911,13.798,0.3986,642,1356,0.3777,high
22,166,157,0.1335,7,2623,0.2227,129,223,18,1.1024,17.0034,0.2678,606,1026,0.5234,high
42,108,113,0.0882,4,1725,0.2274,143,362,10,2.2244,10.8789,0.1811,469,2108,0.659,medium
42,122,107,0.0501,4,1504,0.1379,242,386,13,2.15,8.3743,0.1572,452,2199,0.7274,medium
35,139,170,0.136,6,2910,0.3517,120,86,5,3.5579,15.3657,0.2973,450,1072,0.5517,high
49,86,107,0.0439,4,1225,0.2757,189,301,18,2.1977,13.2398,0.1369,493,2041,0.6917,medium
69,86,92,0.0154,1,950,0.0866,302,292,10,0.9109,5.4382,0.0519,257,3421,0.8806,low
31,112,129,0.1065,6,2267,0.218,136,192,8,3.1846,7.7882,0.3122,465,715,0.2326,high
50,127,116,0.0327,2,1131,0.1896,191,260,17,1.9396,10.8563,0.1238,244,2388,0.6096,medium
65,95,82,0.0121,1,944,0.0971,301,433,9,0.6859,7.1161,0.0456,260,2749,0.8004,low
28,155,176,0.0914,6,1938,0.3826,106,154,21,2.7771,16.9442,0.2438,391,1066,0.5159,high
54,99,56,0.0248,0,1042,0.0686,306,499,9,1.203,6.6951,0.077,304,2751,0.8257,low
43,122,76,0.0678,4,1472,0.1808,237,391,14,1.3227,11.6634,0.1402,412,2232,0.6574,medium
40,118,107,0.066,5,1262,0.1523,275,215,21,1.6155,11.1539,0.1087,299,2076,0.6884,medium
58,106,116,0.0599,3,1739,0.1301,188,318,16,2.5855,7.3067,0.2012,463,2787,0.6094,medium
39,110,81,0.0501,0,923,0.0151,219,379,8,0.5933,5.4085,0.1139,314,2125,0.8428,low
17,162,155,0.0897,5,2333,0.3306,130,142,22,2.7716,14.0628,0.4212,700,922,0.4253,high
24,156,119,0.0581,8,2607,0.3313,119,211,22,3.0381,13.5722,0.2934,584,1093,0.4042,high
71,64,69,0.0,1,1399,0.1398,366,333,9,0.4983,6.8234,0.0204,153,3643,0.7413,low
68,98,67,0.012,1,826,0.0281,230,368,7,0.1467,0.3758,0.1155,350,3068,0.8321,low
28,105,98,0.1412,8,1804,0.3765,111,116,11,2.2212,15.3378,0.4288,636,1407,0.2465,high
59,111,80,0.0179,0,882,0.1211,331,416,6,1.419,8.6314,0.0981,228,2824,0.819,low
28,145,132,0.0814,8,2222,0.3568,128,161,24,1.5043,20.5631,0.2868,507,1410,0.345,high
35,154,132,0.1301,7,1960,0.2902,151,232,12,1.9608,16.2067,0.2595,666,1155,0.3265,high
31,173,121,0.1074,5,1592,0.2245,110,114,26,2.995,16.4997,0.257,547,1225,0.4731,high
31,135,122,0.0605,3,1503,0.0976,219,359,10,2.4725,8.0136,0.1799,451,2439,0.6437,medium
33,119,152,0.113,9,2326,0.2227,96,151,21,4.0892,12.9703,0.3314,610,1040,0.4448,high
21,164,117,0.1091,5,1639,0.2097,121,158,23,2.4204,14.0268,0.3094,837,1519,0.364,high
56,100,90,0.0125,1,1150,0.0583,343,458,9,1.1981,3.8043,0.0726,194,2882,0.7846,low
39,109,115,0.0495,3,1802,0.1838,241,327,15,2.9925,12.5256,0.1702,517,2442,0.7354,medium
55,88,90,0.0173,1,704,0.0909,281,337,11,0.6889,3.138,0.0949,239,3415,0.9624,low
63,103,70,0.0135,1,1082,0.0591,281,310,9,0.9488,0.6878,0.0656,256,3909,0.8637,low
31,163,132,0.1001,10,2001,0.2638,102,74,20,2.5191,3.6459,0.3072,649,1045,0.3038,high
39,116,100,0.0704,3,1623,0.1888,233,329,11,1.1863,10.1836,0.2142,278,1612,0.6635,medium
40,132,78,0.0419,2,1170,0.1788,199,297,13,1.1612,9.8502,0.284,420,1882,0.5685,medium
63,96,85,0.02,1,1067,0.0888,258,464,10,0.639,3.9782,0.0757,308,3220,0.8562,low
21,191,146,0.0786,7,1977,0.2046,152,164,22,2.5086,13.1034,0.3187,627,1151,0.3139,high
32,148,108,0.1107,8,1868,0.2555,151,166,8,3.6373,13.1439,0.3976,772,1211,0.4095,high
55,124,81,0.0801,3,2034,0.0251,202,350,14,1.5508,9.149,0.1877,288,1747,0.6353,medium
34,153,176,0.09,8,1588,0.306,110,175,25,3.9964,15.875,0.377,536,1225,0.3574,high
77,88,78,0.0083,1,733,0.1155,310,301,8,0.7624,5.2344,0.0465,357,3200,0.759,low
20,109,137,0.0824,7,1626,0.4064,136,183,14,2.2753,16.4196,0.3379,601,1397,0.5148,high
62,91,74,0.0097,2,1155,0.1217,373,395,10,0.7969,4.5385,0.0682,359,2781,0.919,low
44,124,100,0.0704,4,1472,0.1743,234,261,14,2.3252,8.9203,0.2331,494,2240,0.6016,medium
69,76,96,0.0139,2,726,0.0825,279,503,8,0.7169,6.6241,0.0574,307,2870,0.7964,low
65,99,86,0.0183,0,621,0.0834,295,500,5,1.4146,1.5615,0.0797,301,3638,0.7693,low
67,88,58,0.0092,1,947,0.121,278,457,7,1.0178,5.5151,0.0522,350,2358,0.7431,low
55,109,86,0.0639,5,1396,0.2344,204,350,15,2.2451,11.5744,0.2201,460,2014,0.5681,medium
28,140,157,0.1337,7,1837,0.2713,87,201,13,2.076,18.576,0.3306,487,985,0.3649,high
52,123,107,0.0475,5,1521,0.1819,234,242,10,1.9837,6.8862,0.1243,446,2366,0.6483,medium
26,153,161,0.1323,7,2478,0.3386,98,157,26,2.0697,13.97,0.2888,673,1056,0.3755,high
36,147,153,0.1303,9,2081,0.2959,134,158,11,3.9954,8.706,0.2613,607,1067,0.3911,high
60,102,85,0.0224,0,818,0.0445,273,312,7,0.9824,4.0651,0.089,320,3448,0.8004,low
38,118,106,0.0583,3,1340,0.1467,279,304,15,1.4531,6.785,0.2096,370,2429,0.7216,medium
28,131,134,0.0619,6,1525,0.3711,131,141,19,2.9357,11.5076,0.3889,750,738,0.4576,high
41,122,113,0.065,3,1308,0.1676,245,265,13,2.0581,7.3995,0.1636,439,1842,0.7191,medium
24,129,136,0.1098,7,2371,0.2995,148,131,11,2.8901,15.2608,0.3248,564,1210,0.4887,high
61,99,86,0.0224,0,559,0.0279,332,408,7,1.0256,7.1319,0.0965,264,3577,0.7009,low
28,138,163,0.0938,8,1797,0.2481,145,148,19,3.4249,14.1888,0.3568,738,1469,0.3714,high
41,129,103,0.0352,3,1321,0.1659,209,312,9,1.5859,14.3974,0.0966,436,2003,0.6207,medium
23,166,148,0.1406,5,2515,0.3004,142,121,21,4.2506,12.6521,0.4205,553,488,0.482,high
55,118,112,0.066,5,952,0.229,210,360,10,2.5777,8.1569,0.1947,345,2591,0.6498,medium
45,107,104,0.0682,4,1224,0.1589,198,277,13,2.8765,9.0781,0.1842,418,2546,0.6021,medium
47,113,95,0.0525,5,1420,0.2028,221,401,14,1.1201,10.8505,0.1008,357,2385,0.6502,medium
32,166,149,0.0865,6,1950,0.3048,102,141,15,3.2511,13.8538,0.3646,495,1441,0.5138,high
55,135,106,0.0683,3,1107,0.1943,254,298,11,1.3594,10.3283,0.1635,338,2388,0.6396,medium
32,150,168,0.1387,8,2337,0.3461,184,232,18,3.3941,14.6901,0.3533,771,1739,0.2804,high
55,85,92,0.0204,1,715,0.0909,337,485,9,0.6111,4.6341,0.0576,241,3062,0.7932,low
44,119,103,0.0755,2,1182,0.1692,258,307,15,1.2458,6.8983,0.155,261,2298,0.7108,medium
54,134,112,0.0398,4,1479,0.2769,219,251,12,1.9168,9.2827,0.168,438,2158,0.6785,medium
66,94,75,0.0248,2,1073,0.0977,319,444,8,1.2276,5.1513,0.1044,242,3196,0.8596,low
63,100,69,0.028,1,973,0.0768,345,480,7,1.056,5.4079,0.073,319,3347,0.8134,low
45,122,119,0.0549,3,1327,0.2298,222,354,9,3.0331,7.2625,0.1014,413,2334,0.7471,medium
40,176,170,0.1282,6,2378,0.3367,161,158,22,2.7277,11.9438,0.3982,653,1613,0.5841,high
40,121,94,0.0578,3,1135,0.1936,222,257,14,1.3515,6.1975,0.2135,440,1893,0.6046,medium
26,131,161,0.12,9,1996,0.3333,174,143,19,4.3628,12.9447,0.4337,756,1532,0.3672,high
55,96,74,0.0114,1,1011,0.0853,290,386,9,0.975,7.1202,0.0827,309,2781,0.7909,low
39,120,116,0.0691,4,1294,0.1768,237,346,12,1.9212,7.877,0.1159,358,2387,0.7025,medium
58,104,71,0.0246,1,686,0.0566,419,440,8,0.6329,5.1461,0.059,318,3539,0.8187,low
43,125,99,0.0596,3,1090,0.14,231,251,19,1.5828,9.2214,0.2091,475,2115,0.6857,medium
79,108,85,0.0214,1,978,0.111,271,429,8,1.2504,4.3085,0.0654,254,3130,0.8094,low
32,139,148,0.1272,8,1777,0.3059,140,118,22,3.0266,14.7199,0.3687,523,792,0.4722,high
55,89,94,0.0455,4,1252,0.2223,179,365,16,1.3137,9.5098,0.1687,354,2242,0.7112,medium
46,126,112,0.0398,2,1146,0.2014,241,215,17,1.5024,12.1853,0.1423,501,2039,0.7274,medium
54,92,83,0.0216,1,1059,0.0756,382,415,9,0.4908,6.9581,0.0761,371,3893,0.8388,low
65,104,83,0.0135,0,893,0.0568,369,454,8,0.8506,2.3283,0.059,317,3746,0.857,low
53,78,82,0.0164,1,915,0.0379,316,543,7,1.3984,5.4209,0.0671,242,3069,0.8238,low
22,136,115,0.1061,7,2508,0.3541,153,171,16,2.8926,9.71,0.3484,698,675,0.3744,high
48,121,101,0.0312,4,1304,0.2096,224,259,15,1.3735,9.4827,0.1692,479,1394,0.6215,medium
44,116,114,0.0466,3,1572,0.1783,262,205,8,2.3533,9.6807,0.0931,417,2098,0.6768,medium
47,95,80,0.0171,0,961,0.0533,293,483,8,1.8379,5.2655,0.1124,234,3373,0.9141,low
41,107,98,0.0561,4,1416,0.1591,233,310,12,2.2278,11.303,0.1617,450,2367,0.7182,medium
53,114,99,0.0032,1,749,0.1129,301,401,6,0.6784,6.1907,0.0515,137,3311,0.8405,low
24,132,157,0.1079,8,2280,0.1245,126,170,20,1.9255,13.3281,0.3634,625,1204,0.3546,high
60,119,90,0.0152,1,959,0.0815,289,381,10,0.8072,7.1443,0.0628,298,2724,0.7325,low
71,78,93,0.0229,1,940,0.1024,316,557,6,1.2465,4.3925,0.0474,291,3545,0.8461,low
23,155,150,0.1789,6,2614,0.1978,94,188,18,2.858,10.2532,0.253,649,916,0.4535,high
42,115,104,0.0621,2,1455,0.222,201,230,15,1.2792,10.6812,0.15,384,2162,0.7024,medium
23,174,150,0.0985,6,1284,0.3153,136,167,15,4.3376,15.5299,0.3278,642,1023,0.5491,high
44,139,108,0.0559,4,1627,0.2187,207,260,14,2.464,8.511,0.1859,501,2556,0.6135,medium
50,112,101,0.0542,4,1543,0.1572,211,283,11,0.2946,8.6564,0.1185,515,1849,0.6627,medium
34,151,141,0.0723,5,1542,0.1728,173,314,12,1.4583,9.1107,0.181,477,2240,0.626,medium
24,187,104,0.1927,7,2133,0.4398,128,174,14,2.2861,9.3178,0.4109,643,1237,0.3461,high
14,166,159,0.1261,6,2184,0.2678,120,220,14,2.9288,13.4599,0.342,808,1174,0.4761,high
26,182,129,0.1243,7,1982,0.249,122,233,18,1.4326,16.451,0.308,575,748,0.3382,high
23,187,117,0.078,9,1305,0.3422,142,179,13,3.0598,12.2771,0.3601,617,1228,0.5541,high
31,171,160,0.1366,9,1616,0.2065,170,108,19,3.588,13.0036,0.3412,617,888,0.3156,high
75,99,82,0.0122,1,714,0.0703,297,339,8,1.5748,4.244,0.0845,237,2967,0.8415,low
30,155,123,0.0801,8,2388,0.1901,103,193,18,3.1678,10.6345,0.37,644,729,0.2472,high
32,201,151,0.1074,5,1905,0.2376,92,130,18,3.792,13.3918,0.3276,722,646,0.2816,high
17,154,154,0.1036,7,2871,0.3577,132,139,15,3.7963,12.8308,0.308,611,1020,0.4645,high
66,97,79,0.0203,2,707,0.1122,273,448,5,1.0865,6.3774,0.074,259,3555,0.8381,low
57,97,80,0.026,1,936,0.085,288,526,9,1.5361,5.2911,0.078,336,3475,0.7958,low
20,149,158,0.0919,5,2036,0.2686,115,190,18,2.7545,9.9254,0.378,661,684,0.4174,high
46,131,111,0.0547,3,1423,0.2425,211,340,17,1.4187,6.2695,0.1455,477,2338,0.625,medium
27,181,136,0.0817,6,2690,0.2407,115,215,12,2.7723,14.4236,0.3417,537,1207,0.5009,high
59,98,86,0.022,0,959,0.087,264,428,7,0.7476,2.585,0.0592,355,3035,0.8247,low
14,143,167,0.1077,6,2617,0.3083,94,180,14,3.0002,15.2318,0.3569,531,1360,0.3436,high
38,125,113,0.0513,5,893,0.1503,244,267,11,1.429,7.4978,0.1753,502,2427,0.5837,medium
39,154,104,0.0471,3,1375,0.216,212,235,14,1.4351,8.3426,0.1487,350,2043,0.5694,medium
54,87,64,0.0168,2,988,0.064,239,538,9,0.8811,5.2746,0.0658,349,3021,0.7465,low
30,160,147,0.1267,7,2612,0.3608,135,144,16,3.6067,9.4539,0.3501,736,1427,0.4471,high
87,95,74,0.0173,2,964,0.074,330,411,11,0.4554,3.3369,0.0732,320,2950,0.7558,low
52,120,121,0.0602,4,1506,0.1718,209,267,17,1.122,8.3317,0.1701,324,2109,0.6027,medium
60,108,92,0.009,0,468,0.0764,308,434,8,0.6774,6.2632,0.0613,376,3320,0.7366,low
55,97,81,0.0377,1,927,0.079,317,417,6,0.5659,5.398,0.0736,320,2928,0.7911,low
22,174,139,0.1387,6,2088,0.2419,92,162,16,3.0584,11.3466,0.2671,747,757,0.5472,high
32,180,162,0.1313,8,2137,0.1867,120,70,19,4.2133,12.5267,0.3921,500,1085,0.4519,high
63,100,59,0.0298,1,838,0.0924,303,346,8,1.3776,2.9418,0.0859,299,3144,0.7486,low
30,129,134,0.0904,9,2013,0.2724,116,149,11,3.2237,12.0697,0.5248,593,1321,0.4495,high
39,104,96,0.0568,4,1470,0.1553,188,355,17,1.4862,10.9281,0.195,441,2537,0.5941,medium
27,166,174,0.1361,7,2177,0.3824,174,170,23,2.2174,19.2771,0.3488,704,1302,0.2834,high
45,102,107,0.0543,3,1332,0.2122,242,239,10,1.4362,8.5884,0.177,446,2850,0.647,medium
23,179,180,0.0797,8,2490,0.3557,109,174,15,2.9139,16.7426,0.3601,505,1054,0.5589,high
53,78,73,0.0131,1,502,0.0998,266,408,11,1.1684,6.3983,0.0854,342,3209,0.8372,low
69,122,83,0.0091,2,792,0.0558,318,493,11,1.2267,3.2053,0.0472,291,3246,0.8763,low
39,97,99,0.0594,3,1442,0.1801,220,331,17,1.6602,6.376,0.1768,466,2018,0.7124,medium
64,100,78,0.0233,2,850,0.0631,333,418,8,0.7559,4.9564,0.0421,269,3005,0.801,low
61,112,72,0.0089,2,1012,0.08,282,392,6,1.0295,4.5177,0.1026,312,3492,0.9075,low
43,152,108,0.0535,3,1443,0.1934,239,221,13,2.158,6.3802,0.1389,486,2378,0.6876,medium
65,101,76,0.0229,1,689,0.0863,271,389,7,0.6551,3.7051,0.0538,243,2942,0.9043,low
32,183,168,0.1176,6,1858,0.3776,138,168,16,2.8264,11.0996,0.3086,548,1136,0.4971,high
39,131,116,0.0551,2,1307,0.1289,204,290,10,1.7882,8.68,0.1784,469,1739,0.5842,medium
28,187,148,0.1148,5,1891,0.2933,144,171,19,4.2522,17.0255,0.419,527,889,0.406,high
19,175,135,0.0832,11,2069,0.4437,124,62,18,2.4371,13.7962,0.229,713,1261,0.3149,high
28,150,118,0.1037,8,2111,0.219,121,220,18,2.5311,9.6989,0.3329,667,981,0.3764,high
61,92,73,0.0148,1,810,0.0891,272,327,10,1.3879,4.475,0.0392,314,2859,0.8249,low
34,173,142,0.1366,7,1043,0.2666,116,136,24,2.5673,16.8381,0.2774,456,1572,0.418,high
27,151,131,0.1209,7,1937,0.2965,148,78,16,3.6993,9.6041,0.3665,575,696,0.3698,high
28,126,109,0.0651,4,986,0.1801,214,165,11,1.6942,10.9243,0.1789,346,2045,0.7146,medium
23,149,136,0.1396,6,2243,0.3506,124,209,19,3.6279,12.185,0.2239,505,1113,0.5251,high
48,116,101,0.0664,3,1438,0.1896,246,371,12,2.5294,9.3291,0.1475,418,2120,0.4965,medium
66,107,87,0.0172,1,696,0.0788,350,428,10,1.3619,5.4683,0.0814,344,2612,0.7515,low
74,72,71,0.0181,2,878,0.1088,312,349,7,1.1493,6.0864,0.0839,284,3757,0.8811,low
36,119,106,0.0482,4,1616,0.1422,222,308,14,2.0341,8.2321,0.1682,470,2001,0.6567,medium
32,109,98,0.0684,3,1328,0.1762,224,333,13,1.9995,9.0362,0.1905,424,1871,0.7474,medium
45,121,112,0.0737,4,1728,0.1912,235,288,9,1.5947,7.3054,0.117,462,1545,0.6281,medium
45,136,120,0.0455,3,1425,0.1345,209,343,10,2.1483,9.2415,0.1387,383,2241,0.595,medium
51,140,101,0.0729,4,1272,0.1591,210,302,12,2.0662,9.1083,0.2091,485,1947,0.6744,medium
19,144,142,0.1106,10,1423,0.3105,157,177,21,3.1356,9.7575,0.4264,868,942,0.2762,high
81,107,96,0.0107,1,573,0.0773,303,249,9,0.9302,5.0701,0.0905,254,3354,0.8408,low
64,89,83,0.0143,1,811,0.0947,297,528,6,0.8725,4.2345,0.0777,220,3603,0.7924,low
28,155,148,0.1174,7,2161,0.3096,130,168,19,4.2037,17.2008,0.275,678,982,0.4081,high
42,123,98,0.0729,5,1311,0.2041,222,297,8,1.6857,12.0633,0.1651,584,2484,0.6471,medium
28,171,112,0.0892,7,1627,0.3464,145,158,20,1.1391,13.5065,0.3233,502,1396,0.4368,high
55,92,77,0.0172,2,640,0.0928,305,398,7,0.7093,3.731,0.0788,214,3473,0.7703,low
37,152,141,0.1129,7,1223,0.3411,129,159,20,3.5458,15.5416,0.3908,649,584,0.3936,high
37,117,79,0.0457,4,1534,0.1638,244,295,9,2.1791,7.4318,0.2,561,1952,0.6517,medium
39,155,112,0.1304,7,2153,0.3095,149,154,11,2.7938,13.1445,0.3216,716,1208,0.4172,high
19,135,134,0.1557,7,2259,0.1731,111,187,16,2.6993,12.8112,0.258,472,1102,0.4664,high
42,116,101,0.0336,4,1417,0.1718,214,301,12,1.7844,9.9525,0.1376,315,1922,0.6084,medium
56,87,61,0.005,1,936,0.1137,256,426,11,1.0518,5.64,0.0877,225,3441,0.7859,low
16,154,159,0.0887,7,2031,0.2446,128,135,16,1.8307,12.2081,0.3977,429,1171,0.3825,high
21,173,140,0.1154,7,2354,0.2273,123,161,19,2.2541,11.5092,0.2395,666,1233,0.5011,high
45,116,121,0.0514,3,1206,0.1248,229,374,16,1.7648,9.598,0.2226,338,2563,0.734,medium
38,136,91,0.0583,3,1156,0.1829,171,284,12,1.4374,12.508,0.1056,510,2027,0.6109,medium
26,162,123,0.1269,7,2678,0.2541,128,178,19,4.5179,12.3628,0.4325,448,676,0.2715,high
26,148,110,0.1027,7,2298,0.3492,96,177,9,3.2769,6.5337,0.3141,628,1157,0.2395,high
67,100,85,0.022,1,669,0.0609,326,529,7,0.5118,6.0979,0.0587,268,3980,0.7418,low
28,147,154,0.1197,8,2108,0.306,94,206,22,3.1613,18.3278,0.307,569,1314,0.4224,high
48,115,66,0.0198,1,938,0.0703,325,444,4,0.8644,5.0938,0.07,243,3118,0.8077,low
46,88,93,0.0406,4,1954,0.189,213,346,8,2.3343,6.8032,0.1516,428,2094,0.5119,medium
59,85,61,0.013,0,811,0.0412,295,445,10,1.221,5.495,0.0819,245,3308,0.8903,low
33,133,130,0.0753,9,2100,0.3561,167,207,18,2.6455,17.4309,0.4357,743,955,0.4986,high
62,86,84,0.016,2,878,0.0939,286,311,7,0.7986,4.9893,0.0584,295,3283,0.8613,low
38,132,114,0.0497,2,1686,0.1786,198,289,6,2.0286,9.866,0.159,507,2309,0.6609,medium
52,95,107,0.052,4,1515,0.1214,216,282,11,1.674,8.8653,0.1879,495,1803,0.6731,medium
45,71,107,0.0164,1,747,0.1192,278,449,4,0.9585,5.644,0.0501,316,2199,0.8624,low
50,124,117,0.0562,3,1543,0.2197,184,301,12,1.8769,13.1895,0.2159,449,1307,0.4969,medium
16,194,144,0.1184,7,2518,0.1653,71,71,16,3.8977,19.3188,0.3386,701,1151,0.5248,high
27,145,170,0.1114,6,2132,0.1511,61,255,17,3.0775,14.1188,0.2623,624,1095,0.3707,high
41,103,136,0.0557,3,1050,0.1396,238,216,10,2.8928,9.4992,0.2143,373,1657,0.6967,medium
55,100,86,0.0232,2,865,0.0882,304,319,5,1.1309,5.4703,0.093,235,3032,0.7805,low
55,74,84,0.0106,2,728,0.0735,293,492,8,1.1251,5.3305,0.0323,294,3618,0.8289,low
54,135,107,0.0727,3,996,0.1927,235,292,13,3.413,10.4847,0.1276,520,2784,0.66,medium
19,134,110,0.1086,8,2255,0.3222,60,130,16,3.2462,18.2535,0.3794,531,964,0.4595,high
38,123,81,0.0406,4,1102,0.1831,213,209,10,2.5033,9.5596,0.1087,409,2673,0.6247,medium
32,188,123,0.1341,7,2361,0.3643,86,111,17,2.1903,8.6799,0.3917,847,1021,0.377,high
59,84,81,0.0227,2,680,0.0772,311,371,8,1.0589,2.5134,0.0656,283,2963,0.8526,low
33,137,147,0.1561,7,2029,0.2474,101,156,20,3.1188,13.4299,0.4074,542,1451,0.39,high
60,112,97,0.0319,2,1222,0.1031,217,252,10,1.5672,11.0276,0.1371,330,1939,0.5413,medium
62,83,73,0.0115,2,960,0.056,270,447,8,0.5841,6.8974,0.1731,226,3634,0.814,low
46,97,73,0.016,1,773,0.0937,244,392,8,0.6071,6.3721,0.0844,333,2085,0.7873,low
56,106,83,0.0048,2,866,0.075,297,554,8,0.8234,6.335,0.0737,327,3172,0.8477,low
43,109,117,0.0417,2,943,0.1987,203,283,7,1.1164,7.8112,0.1878,463,1848,0.6053,medium
38,120,94,0.0789,4,1470,0.1258,205,316,15,1.7194,8.562,0.1302,281,2047,0.645,medium
23,182,148,0.079,6,2351,0.3057,79,155,26,5.1103,13.2789,0.35,565,1511,0.4535,high
65,103,78,0.0177,1,519,0.1026,332,349,8,1.0325,2.579,0.0519,307,2617,0.8409,low
64,89,75,0.0129,0,758,0.0809,214,393,9,0.5838,4.8986,0.0778,234,2986,0.7752,low
19,139,165,0.152,8,2564,0.3432,168,196,21,3.5325,14.5418,0.3172,403,950,0.461,high
47,132,100,0.0544,3,1459,0.2329,268,318,11,2.0203,6.3687,0.1766,289,1678,0.614,medium
57,109,82,0.0254,2,567,0.0878,322,469,9,1.1803,6.8646,0.0362,325,3486,0.7714,low
34,141,129,0.1044,10,1705,0.3013,140,200,22,1.7848,13.2801,0.3143,649,1470,0.3419,high
